0.17342353,-0.19027913,-0.4306606,0.24353932,0.18712161,-0.24472518,0.10605741,0.13234714,0.039969187
-0.044483494,0.052607268,0.13744545,-0.109490104,-0.057323992,0.19307657,-0.14859352,-0.17036502,0.041380703
0.04291342,0.07164294,0.011498253,0.029861623,0.14310879,0.019331349,-0.001832801,0.13500775,-0.030025765
0.001635747,0.079477,0.08865455,0.05420269,0.16500095,-0.14123642,0.12695438,0.13055484,0.022476904
-0.0928449,0.14060554,0.070500575,-0.05814164,0.081005484,0.013681561,-0.14027472,0.2133863,0.04834287
0.0868609,0.13877168,0.10681938,0.027257629,0.1856899,-0.16274397,0.10776056,-0.067924485,-0.21797366
0.07639527,0.21318574,0.33808875,-0.28521872,-0.3270426,0.058582447,0.047047798,-0.12442276,-0.20857976
-0.27711168,-0.06000705,0.22060105,0.0068624634,0.029574808,0.0417164,0.25166082,-0.008130702,-0.30453336
-0.05674192,0.10792129,-0.034463845,-0.10357314,0.09397697,0.052970808,0.113280766,0.07743319,-0.0064912555
-0.15607339,-0.07665206,-0.08948722,-0.3305844,-0.14563803,0.07919294,-0.045441788,0.35262826,0.35751876
0.102990605,-0.028712811,-0.22669674,-0.054501906,0.12469792,-0.07099885,0.05382386,0.1623104,0.16680647
-0.08748158,-0.19586185,0.055117324,0.017618034,-0.21831529,-0.16763674,0.29100266,0.11391707,0.044512715
0.21715581,0.18987286,0.14033137,-0.011850179,0.1154781,0.094932854,-0.33533517,-0.3929795,-0.26074085
-0.18364511,0.08727005,-0.080676556,0.09859511,0.1886623,0.15124804,-0.0062112627,0.04392146,-0.030786222
0.04311707,-0.17166288,-0.24763276,0.08433062,-0.04720561,-0.13244976,0.22842114,0.16229767,0.22791891
0.10892827,0.017932318,0.010407537,0.027487187,0.08304976,-0.024020728,-0.04531681,0.077845424,0.12300289
0.003077981,0.11286487,0.09556276,0.07477173,0.12324716,-0.11934563,0.14451961,-0.07677829,-0.036172673
-0.011073284,-0.11890547,-0.070826866,0.097750574,0.07534289,0.14884564,-0.09168658,0.047343712,0.082564324
0.04440532,0.059947547,0.109992355,0.06201227,0.07236229,0.09082744,-0.06979437,0.011954118,0.008634606
-0.10157242,0.05214411,0.016185358,0.1036033,0.12730496,0.10514261,0.072488874,0.061130352,0.028337134
0.13109899,-0.061839227,-0.08097455,-0.22050573,-0.13820992,-0.16537409,0.14190075,0.16208544,0.18327719
-0.05334291,0.13206388,0.056706864,0.24651557,0.0472234,-0.018918812,0.14427829,-0.06188054,-0.24236378
-0.023940785,-0.087319545,-0.027162222,-0.019516652,-0.105360016,-0.09737133,0.17864873,0.09736713,0.16731738
-0.12874486,-0.31688803,-0.24201633,0.17548327,0.028315598,0.015635477,0.17960449,0.20015673,0.22598068
0.15709473,0.16284133,0.16272306,-0.021714352,0.18003117,0.22266361,-0.3444566,-0.3863944,-0.18520707
0.097313456,0.08013445,0.048902728,0.08745643,0.15373072,0.09612566,-0.06646546,-0.07543365,0.108735956
0.0015331245,-0.2518244,-0.27626047,0.25743443,0.014306974,-0.18764353,0.12562414,0.26756155,-0.015961114
-0.027181737,-0.3243138,-0.2516469,-0.099356525,0.020213079,-0.05779437,0.16677043,0.24306552,0.2781507
0.16161898,0.08433146,0.030981774,0.0006684605,0.110948145,0.14840864,-0.16361612,0.03820218,0.0968887
0.26827183,0.20099251,-0.012205835,0.33499986,0.043962162,-0.18865716,-0.00065687014,-0.26834542,-0.3947875
-0.33915204,-0.12288909,0.05743102,-0.19020815,0.023320558,0.27009857,-0.064307004,0.09501401,0.1868758
-0.14332524,-0.031246586,0.13266397,-0.06957799,0.048874944,0.0031684048,0.14582442,0.094177105,0.048563164
0.025190558,0.10361184,0.05652455,0.03743795,0.12962496,0.044173557,0.0012983272,0.09483034,0.02660455
0.065819755,0.0769908,0.08232048,-0.012943786,-0.050726432,0.11072915,0.027052961,0.037840027,0.121170245
-0.13513778,-0.07492795,0.0033741281,-0.029237734,0.124362506,0.08369846,0.08524565,0.23442161,-0.081109196
-0.013028193,0.112460725,0.1531614,-0.030646069,0.11913412,0.026204323,-0.29417467,-0.067959525,0.06304991
-0.038352378,0.14021708,0.19272551,-0.24652658,-0.043752663,0.25084606,-0.36325628,-0.17731589,0.24498287
-0.030929247,0.0182706,-0.15259352,0.102537826,0.18329267,0.05239174,-0.13791288,0.058375936,0.0068646525
0.07347671,0.12073669,0.073963046,0.029209908,-0.03725485,0.016441993,-0.030187035,0.13348848,0.088448666
-0.096195266,0.0628667,0.09758098,0.069719315,0.039702337,0.06303058,0.07618643,-0.0097640995,0.0651397
0.031364467,-0.26452026,-0.24123478,0.03506178,-0.012408778,-0.015462739,0.23382941,0.20907505,0.0748254
0.17662618,0.13415983,0.21665189,0.044133257,0.03098697,0.06117794,-0.28848547,-0.29659873,-0.18310724
